District,Station,Rainfall,Date
Chennai,Ambathur,25,24-10-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,20,24-10-2004
Chennai,Chennai AP,6,24-10-2004
Chennai,Chennai AP,29,25-10-2004
Chennai,Anna university,19.2,25-10-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,9,25-10-2004
Chennai,DGP Office,8.8,25-10-2004
Chennai,Pachaiyappa college,4.1,25-10-2004
Chennai,Ambathur,2,25-10-2004
Chennai,Govt. arts college,2,25-10-2004
Chennai,Chennai nungambakkam,1.7,25-10-2004
Chennai,Chennai nungambakkam,1.7,25-10-2004
Chennai,Chennai nungambakkam,1.7,25-10-2004
Chennai,Chennai port trust,1.6,25-10-2004
Chennai,DGP Office,4.6,26-10-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,3.8,26-10-2004
Chennai,Chennai port trust,2.5,26-10-2004
Chennai,Anna university,2.3,26-10-2004
Chennai,Govt. arts college,2,26-10-2004
Chennai,Chennai nungambakkam,1.1,26-10-2004
Chennai,Chennai nungambakkam,1.1,26-10-2004
Chennai,Chennai nungambakkam,1.1,26-10-2004
Chennai,Ambathur,1,26-10-2004
Chennai,Chennai AP,0.8,26-10-2004
Chennai,Pachaiyappa college,0.7,26-10-2004
Chennai,Govt. arts college,10,27-10-2004
Chennai,Chennai port trust,9.8,27-10-2004
Chennai,Ambathur,9,27-10-2004
Chennai,Pachaiyappa college,8.9,27-10-2004
Chennai,Chennai nungambakkam,8.5,27-10-2004
Chennai,Chennai nungambakkam,8.5,27-10-2004
Chennai,Chennai nungambakkam,8.5,27-10-2004
Chennai,Chennai AP,7.4,27-10-2004
Chennai,Anna university,5.9,27-10-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,5,27-10-2004
Chennai,DGP Office,4.3,27-10-2004
Chennai,Chennai AP,41.6,28-10-2004
Chennai,Anna university,20.2,28-10-2004
Chennai,Chennai nungambakkam,14.2,28-10-2004
Chennai,Chennai nungambakkam,14.2,28-10-2004
Chennai,Chennai nungambakkam,14.2,28-10-2004
Chennai,Pachaiyappa college,12.2,28-10-2004
Chennai,Govt. arts college,8,28-10-2004
Chennai,Ambathur,6,28-10-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,3.6,28-10-2004
Chennai,Chennai port trust,3,28-10-2004
Chennai,DGP Office,2.4,28-10-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,103.4,29-10-2004
Chennai,DGP Office,97.2,29-10-2004
Chennai,Chennai nungambakkam,67.3,29-10-2004
Chennai,Chennai nungambakkam,67.3,29-10-2004
Chennai,Chennai nungambakkam,67.3,29-10-2004
Chennai,Govt. arts college,62,29-10-2004
Chennai,Chennai AP,50.8,29-10-2004
Chennai,Pachaiyappa college,50.5,29-10-2004
Chennai,Anna university,49.4,29-10-2004
Chennai,Chennai port trust,23,29-10-2004
Chennai,Ambathur,21,29-10-2004
Chennai,DGP Office,67.2,30-10-2004
Chennai,Ambathur,67,30-10-2004
Chennai,Pachaiyappa college,65.1,30-10-2004
Chennai,Chennai nungambakkam,62.8,30-10-2004
Chennai,Chennai nungambakkam,62.8,30-10-2004
Chennai,Chennai nungambakkam,62.8,30-10-2004
Chennai,Anna university,61,30-10-2004
Chennai,Chennai AP,46.4,30-10-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,43,30-10-2004
Chennai,Govt. arts college,39,30-10-2004
Chennai,Chennai port trust,20,30-10-2004
Chennai,Chennai AP,20.4,31-10-2004
Chennai,Ambathur,17,31-10-2004
Chennai,Chennai port trust,15.7,31-10-2004
Chennai,Anna university,12.8,31-10-2004
Chennai,DGP Office,12.6,31-10-2004
Chennai,Chennai nungambakkam,12.2,31-10-2004
Chennai,Chennai nungambakkam,12.2,31-10-2004
Chennai,Chennai nungambakkam,12.2,31-10-2004
Chennai,Govt. arts college,12,31-10-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,11,31-10-2004
Chennai,Pachaiyappa college,7.6,31-10-2004
Chennai,Chennai AP,6.2,01-11-2004
Chennai,Ambathur,5,01-11-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,4,01-11-2004
Chennai,Anna university,3.3,01-11-2004
Chennai,Pachaiyappa college,2.5,01-11-2004
Chennai,Chennai nungambakkam,1.4,01-11-2004
Chennai,Chennai nungambakkam,1.4,01-11-2004
Chennai,Chennai nungambakkam,1.4,01-11-2004
Chennai,Govt. arts college,1,01-11-2004
Chennai,Chennai port trust,1,01-11-2004
Chennai,DGP Office,0.2,01-11-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,3,02-11-2004
Chennai,Chennai port trust,3,02-11-2004
Chennai,DGP Office,2.4,02-11-2004
Chennai,Ambathur,1,02-11-2004
Chennai,Pachaiyappa college,0.6,02-11-2004
Chennai,Chennai nungambakkam,0.5,02-11-2004
Chennai,Chennai nungambakkam,0.5,02-11-2004
Chennai,Chennai nungambakkam,0.5,02-11-2004
Chennai,Chennai AP,0.2,02-11-2004
Chennai,Anna university,0.1,02-11-2004
Chennai,Ambathur,2,03-11-2004
Chennai,Pachaiyappa college,2,03-11-2004
Chennai,Chennai AP,1,03-11-2004
Chennai,Anna university,0.3,03-11-2004
Chennai,Pachaiyappa college,2.33,04-11-2004
Chennai,Chennai nungambakkam,0.7,04-11-2004
Chennai,Chennai nungambakkam,0.7,04-11-2004
Chennai,Chennai nungambakkam,0.7,04-11-2004
Chennai,Chennai AP,0.4,04-11-2004
Chennai,Chennai AP,1.6,05-11-2004
Chennai,Pachaiyappa college,0.9,05-11-2004
Chennai,Chennai nungambakkam,0.9,05-11-2004
Chennai,Chennai nungambakkam,0.9,05-11-2004
Chennai,Chennai nungambakkam,0.9,05-11-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,0.8,05-11-2004
Chennai,DGP Office,0.4,05-11-2004
Chennai,Ambathur,129,06-11-2004
Chennai,Govt. arts college,104,06-11-2004
Chennai,Chennai port trust,87,06-11-2004
Chennai,Chennai nungambakkam,84.1,06-11-2004
Chennai,Chennai nungambakkam,84.1,06-11-2004
Chennai,Chennai nungambakkam,84.1,06-11-2004
Chennai,Pachaiyappa college,77.4,06-11-2004
Chennai,Chennai AP,75.8,06-11-2004
Chennai,Anna university,73,06-11-2004
Chennai,DGP Office,70.6,06-11-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,70.2,06-11-2004
Chennai,Govt. arts college,73,07-11-2004
Chennai,Pachaiyappa college,64.5,07-11-2004
Chennai,Chennai nungambakkam,64.4,07-11-2004
Chennai,Chennai nungambakkam,64.4,07-11-2004
Chennai,Chennai nungambakkam,64.4,07-11-2004
Chennai,Ambathur,62,07-11-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,60.2,07-11-2004
Chennai,DGP Office,60,07-11-2004
Chennai,Chennai AP,52,07-11-2004
Chennai,Anna university,36.2,07-11-2004
Chennai,Chennai port trust,35,07-11-2004
Chennai,Govt. arts college,19,08-11-2004
Chennai,Pachaiyappa college,15.9,08-11-2004
Chennai,Chennai port trust,13,08-11-2004
Chennai,Ambathur,12,08-11-2004
Chennai,Chennai nungambakkam,11.8,08-11-2004
Chennai,Chennai nungambakkam,11.8,08-11-2004
Chennai,Chennai AP,11.8,08-11-2004
Chennai,Chennai nungambakkam,8.8,08-11-2004
Chennai,Anna university,8.1,08-11-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,6.2,08-11-2004
Chennai,DGP Office,5.8,08-11-2004
Chennai,Ambathur,7,09-11-2004
Chennai,Anna university,4.2,09-11-2004
Chennai,Govt. arts college,2,09-11-2004
Chennai,Chennai port trust,2,09-11-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,1.2,09-11-2004
Chennai,Chennai nungambakkam,0.4,09-11-2004
Chennai,Pachaiyappa college,0.3,09-11-2004
Chennai,DGP Office,0.2,09-11-2004
Chennai,Chennai nungambakkam,14.6,10-11-2004
Chennai,Chennai nungambakkam,14.6,10-11-2004
Chennai,Chennai nungambakkam,14.6,10-11-2004
Chennai,Pachaiyappa college,13.4,10-11-2004
Chennai,Chennai AP,9.6,10-11-2004
Chennai,Govt. arts college,7.6,10-11-2004
Chennai,Anna university,6.9,10-11-2004
Chennai,Chennai port trust,3,10-11-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,0.4,10-11-2004
Chennai,DGP Office,0.3,10-11-2004
Chennai,Govt. arts college,2.2,11-11-2004
Chennai,Anna university,1.8,11-11-2004
Chennai,Chennai port trust,1.5,11-11-2004
Chennai,Chennai nungambakkam,1.1,11-11-2004
Chennai,Chennai nungambakkam,1.1,11-11-2004
Chennai,Chennai nungambakkam,1.1,11-11-2004
Chennai,Pachaiyappa college,0.7,11-11-2004
Chennai,Chennai AP,0.7,11-11-2004
Chennai,Pachaiyappa college,24.1,12-11-2004
Chennai,Govt. arts college,14,12-11-2004
Chennai,Chennai nungambakkam,13.3,12-11-2004
Chennai,Chennai nungambakkam,13.3,12-11-2004
Chennai,Chennai nungambakkam,13.3,12-11-2004
Chennai,Chennai AP,9.9,12-11-2004
Chennai,Chennai port trust,8.5,12-11-2004
Chennai,Anna university,5.9,12-11-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,4.6,12-11-2004
Chennai,DGP Office,4.4,12-11-2004
Chennai,Ambathur,1,12-11-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,86.1,13-11-2004
Chennai,DGP Office,85.8,13-11-2004
Chennai,Chennai nungambakkam,82.6,13-11-2004
Chennai,Chennai nungambakkam,82.6,13-11-2004
Chennai,Chennai nungambakkam,82.6,13-11-2004
Chennai,Anna university,73.1,13-11-2004
Chennai,Pachaiyappa college,71.2,13-11-2004
Chennai,Ambathur,69,13-11-2004
Chennai,Chennai AP,58.9,13-11-2004
Chennai,Govt. arts college,40.2,13-11-2004
Chennai,Chennai port trust,35,13-11-2004
Chennai,Chennai nungambakkam,0.4,24-11-2004
Chennai,Chennai nungambakkam,0.4,24-11-2004
Chennai,Chennai nungambakkam,0.4,24-11-2004
Chennai,Govt. arts college,18.4,26-11-2004
Chennai,Chennai AP,6.8,26-11-2004
Chennai,Pachaiyappa college,6.4,26-11-2004
Chennai,Anna university,4.9,26-11-2004
Chennai,Ambathur,3,26-11-2004
Chennai,Chennai nungambakkam,0.7,26-11-2004
Chennai,Chennai nungambakkam,0.7,26-11-2004
Chennai,Chennai nungambakkam,0.7,26-11-2004
Chennai,Ambathur,32,27-11-2004
Chennai,Govt. arts college,14.6,27-11-2004
Chennai,Chennai port trust,7,27-11-2004
Chennai,Anna university,6.1,27-11-2004
Chennai,Pachaiyappa college,4,27-11-2004
Chennai,DGP Office,3.8,27-11-2004
Chennai,Chennai nungambakkam,3.7,27-11-2004
Chennai,Chennai nungambakkam,3.7,27-11-2004
Chennai,Chennai nungambakkam,3.7,27-11-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,3.6,27-11-2004
Chennai,Chennai AP,2.9,27-11-2004
Chennai,Chennai AP,0.8,08-12-2004
Chennai,Chennai nungambakkam,0.6,08-12-2004
Chennai,Chennai nungambakkam,0.6,08-12-2004
Chennai,Chennai nungambakkam,0.6,08-12-2004
Chennai,Pachaiyappa college,0.2,08-12-2004
Chennai,DGP Office,0.2,08-12-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,0.15,08-12-2004
Chennai,Chennai AP,7.2,09-12-2004
Chennai,Chennai nungambakkam,4.8,09-12-2004
Chennai,Chennai nungambakkam,4.8,09-12-2004
Chennai,Chennai nungambakkam,4.8,09-12-2004
Chennai,DGP Office,2.5,09-12-2004
Chennai,Ambathur,2,09-12-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,2,09-12-2004
Chennai,Govt. arts college,2,09-12-2004
Chennai,Chennai port trust,2,09-12-2004
Chennai,Pachaiyappa college,0.2,09-12-2004
Chennai,MYLAPORE-TRIPLICANE TALUK,2.5,13-12-2004
Chennai,Chennai AP,2.2,13-12-2004
Chennai,DGP Office,2,13-12-2004
Chennai,Anna university,1,13-12-2004
Chennai,Pachaiyappa college,0.9,13-12-2004
Chennai,Chennai nungambakkam,0.9,13-12-2004
Chennai,Chennai nungambakkam,0.9,13-12-2004
Chennai,Chennai nungambakkam,0.9,13-12-2004
Chennai,Chennai AP,4.4,14-12-2004
Chennai,Chennai nungambakkam,0.4,14-12-2004
Chennai,Chennai nungambakkam,0.4,14-12-2004
Chennai,Chennai nungambakkam,0.4,14-12-2004
Chennai,Pachaiyappa college,0.2,14-12-2004
Chennai,DGP Office,0.1,14-12-2004
Chennai,Pachaiyappa college,0.2,29-12-2004
Chennai,Chennai AP,0.2,29-12-2004
Chennai,Chennai nungambakkam,0.1,29-12-2004
Chennai,Chennai nungambakkam,0.1,29-12-2004
Chennai,Chennai nungambakkam,0.1,29-12-2004
Chennai,Chennai AP,0.3,22-01-2005
Chennai,Chennai nungambakkam,2,23-01-2005
Chennai,Chennai AP,5.5,02-02-2005
Chennai,Chennai nungambakkam,0.2,02-02-2005
Chennai,Chennai nungambakkam,0.2,03-02-2005
Chennai,Chennai nungambakkam,4.8,04-02-2005
Chennai,Chennai AP,1.2,04-02-2005
Chennai,Chennai AP,1.6,09-03-2005
Chennai,Chennai AP,5.6,03-04-2005
Chennai,Anna university,3.5,03-04-2005
Chennai,DGP Office,0.3,03-04-2005
Chennai,Pachaiyappa college,0.2,03-04-2005
Chennai,Chennai nungambakkam,0.2,03-04-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,0.1,03-04-2005
Chennai,Chennai AP,0.4,04-04-2005
Chennai,Anna university,0.3,04-04-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,0.2,04-04-2005
Chennai,DGP Office,0.1,04-04-2005
Chennai,Chennai nungambakkam,0.1,04-04-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,40,05-04-2005
Chennai,DGP Office,38.4,05-04-2005
Chennai,Chennai AP,30.6,05-04-2005
Chennai,Anna university,28.5,05-04-2005
Chennai,Chennai nungambakkam,21.6,05-04-2005
Chennai,Pachaiyappa college,16.4,05-04-2005
Chennai,Govt. arts college,12,05-04-2005
Chennai,Chennai port trust,8,05-04-2005
Chennai,Ambathur,1,05-04-2005
Chennai,Chennai AP,121.6,06-04-2005
Chennai,Ambathur,77,06-04-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,62,06-04-2005
Chennai,Pachaiyappa college,60.8,06-04-2005
Chennai,Chennai nungambakkam,60.1,06-04-2005
Chennai,DGP Office,58,06-04-2005
Chennai,Chennai port trust,48,06-04-2005
Chennai,Govt. arts college,42,06-04-2005
Chennai,Anna university,25.5,06-04-2005
Chennai,Chennai AP,2.1,07-04-2005
Chennai,Anna university,1.4,07-04-2005
Chennai,Pachaiyappa college,1.2,07-04-2005
Chennai,Govt. arts college,1,07-04-2005
Chennai,Chennai port trust,1,07-04-2005
Chennai,Chennai nungambakkam,1,07-04-2005
Chennai,Chennai AP,1.5,08-04-2005
Chennai,DGP Office,2,11-04-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,1.8,11-04-2005
Chennai,Ambathur,12.5,12-04-2005
Chennai,Chennai AP,0.1,12-04-2005
Chennai,Chennai AP,0.6,29-04-2005
Chennai,Chennai nungambakkam,0.2,29-04-2005
Chennai,Pachaiyappa college,0.8,30-04-2005
Chennai,Anna university,2,01-05-2005
Chennai,Chennai nungambakkam,0.1,01-05-2005
Chennai,DGP Office,35.2,02-05-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,34.8,02-05-2005
Chennai,Chennai AP,34,02-05-2005
Chennai,Anna university,33.2,02-05-2005
Chennai,Chennai nungambakkam,30.6,02-05-2005
Chennai,Pachaiyappa college,25.1,02-05-2005
Chennai,Chennai port trust,22,02-05-2005
Chennai,Govt. arts college,21,02-05-2005
Chennai,Ambathur,8,02-05-2005
Chennai,Chennai AP,17.8,04-05-2005
Chennai,Ambathur,14,04-05-2005
Chennai,Chennai nungambakkam,0.2,04-05-2005
Chennai,Ambathur,4,05-05-2005
Chennai,Chennai AP,0.6,05-05-2005
Chennai,Ambathur,32,09-06-2005
Chennai,Chennai port trust,18,09-06-2005
Chennai,Chennai nungambakkam,14.8,09-06-2005
Chennai,Govt. arts college,14,09-06-2005
Chennai,Pachaiyappa college,6.8,09-06-2005
Chennai,Anna university,5,09-06-2005
Chennai,Chennai AP,3.6,09-06-2005
Chennai,DGP Office,3.2,09-06-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,3,09-06-2005
Chennai,Chennai nungambakkam,11.4,21-06-2005
Chennai,Ambathur,3,21-06-2005
Chennai,Chennai AP,3,21-06-2005
Chennai,Pachaiyappa college,2.4,21-06-2005
Chennai,Chennai nungambakkam,0.1,22-06-2005
Chennai,Chennai nungambakkam,4.3,23-06-2005
Chennai,Anna university,2.7,23-06-2005
Chennai,Pachaiyappa college,2.4,23-06-2005
Chennai,Chennai AP,2.1,23-06-2005
Chennai,Chennai AP,4.8,25-06-2005
Chennai,Ambathur,1,25-06-2005
Chennai,Pachaiyappa college,3.8,03-07-2005
Chennai,Chennai nungambakkam,1,03-07-2005
Chennai,Chennai AP,0.1,03-07-2005
Chennai,Ambathur,7,06-07-2005
Chennai,DGP Office,6,06-07-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,5.5,06-07-2005
Chennai,Chennai AP,2.4,06-07-2005
Chennai,Chennai nungambakkam,1.3,06-07-2005
Chennai,Pachaiyappa college,0.6,06-07-2005
Chennai,Chennai AP,0.1,07-07-2005
Chennai,Chennai nungambakkam,4.5,08-07-2005
Chennai,Pachaiyappa college,4.3,08-07-2005
Chennai,DGP Office,3,09-07-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,2.8,09-07-2005
Chennai,Chennai AP,1.4,09-07-2005
Chennai,Pachaiyappa college,0.6,09-07-2005
Chennai,Chennai nungambakkam,0.5,09-07-2005
Chennai,Chennai nungambakkam,0.5,10-07-2005
Chennai,Chennai AP,0.1,11-07-2005
Chennai,Chennai nungambakkam,0.8,12-07-2005
Chennai,Chennai AP,0.1,12-07-2005
Chennai,Chennai nungambakkam,11.8,20-07-2005
Chennai,Pachaiyappa college,6.1,20-07-2005
Chennai,Ambathur,4,20-07-2005
Chennai,DGP Office,60,21-07-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,58.5,21-07-2005
Chennai,Chennai nungambakkam,56,21-07-2005
Chennai,Chennai port trust,51,21-07-2005
Chennai,Pachaiyappa college,49.8,21-07-2005
Chennai,Govt. arts college,45,21-07-2005
Chennai,Chennai AP,37.8,21-07-2005
Chennai,Anna university,33.4,21-07-2005
Chennai,Ambathur,16,21-07-2005
Chennai,Ambathur,7,22-07-2005
Chennai,Ambathur,29,23-07-2005
Chennai,Chennai port trust,15.5,23-07-2005
Chennai,Chennai AP,12.8,23-07-2005
Chennai,Govt. arts college,12,23-07-2005
Chennai,Chennai nungambakkam,11.6,23-07-2005
Chennai,DGP Office,10.5,23-07-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,10,23-07-2005
Chennai,Anna university,8.8,23-07-2005
Chennai,Pachaiyappa college,8.6,23-07-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,60,24-07-2005
Chennai,Chennai nungambakkam,58.8,24-07-2005
Chennai,DGP Office,58.2,24-07-2005
Chennai,Pachaiyappa college,50.2,24-07-2005
Chennai,Anna university,38,24-07-2005
Chennai,Chennai AP,29.9,24-07-2005
Chennai,Chennai port trust,24,24-07-2005
Chennai,Ambathur,23,24-07-2005
Chennai,Govt. arts college,22,24-07-2005
Chennai,DGP Office,13.5,26-07-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,12,26-07-2005
Chennai,Anna university,8,26-07-2005
Chennai,Chennai AP,3.3,26-07-2005
Chennai,Pachaiyappa college,0.8,26-07-2005
Chennai,Chennai nungambakkam,0.1,26-07-2005
Chennai,DGP Office,3.2,27-07-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,3,27-07-2005
Chennai,Chennai nungambakkam,2.8,27-07-2005
Chennai,Ambathur,1,27-07-2005
Chennai,Pachaiyappa college,1,27-07-2005
Chennai,Chennai AP,0.8,27-07-2005
Chennai,Chennai AP,1.9,29-07-2005
Chennai,Chennai port trust,1.5,29-07-2005
Chennai,Chennai nungambakkam,1.5,29-07-2005
Chennai,Pachaiyappa college,1.3,29-07-2005
Chennai,Govt. arts college,1.3,29-07-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,1,29-07-2005
Chennai,DGP Office,1,29-07-2005
Chennai,Anna university,0.2,29-07-2005
Chennai,Chennai nungambakkam,0.2,30-07-2005
Chennai,Chennai port trust,2,01-08-2005
Chennai,Chennai nungambakkam,1.5,01-08-2005
Chennai,Pachaiyappa college,0.4,01-08-2005
Chennai,Chennai AP,1,06-08-2005
Chennai,DGP Office,2.3,08-08-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,2,08-08-2005
Chennai,Ambathur,2,09-08-2005
Chennai,Chennai nungambakkam,0.2,10-08-2005
Chennai,Chennai AP,0.1,10-08-2005
Chennai,Chennai AP,5,11-08-2005
Chennai,Anna university,1.4,11-08-2005
Chennai,DGP Office,1.2,11-08-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,1,11-08-2005
Chennai,Ambathur,8,14-08-2005
Chennai,Ambathur,35,15-08-2005
Chennai,Chennai AP,35,15-08-2005
Chennai,DGP Office,22.6,15-08-2005
Chennai,Anna university,22.3,15-08-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,21.4,15-08-2005
Chennai,Chennai nungambakkam,21.2,15-08-2005
Chennai,Pachaiyappa college,21.1,15-08-2005
Chennai,Chennai port trust,21,15-08-2005
Chennai,Govt. arts college,18,15-08-2005
Chennai,Ambathur,38,16-08-2005
Chennai,Chennai nungambakkam,14.9,16-08-2005
Chennai,DGP Office,12.5,16-08-2005
Chennai,Chennai port trust,12,16-08-2005
Chennai,Chennai AP,11.3,16-08-2005
Chennai,Anna university,11,16-08-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,11,16-08-2005
Chennai,Pachaiyappa college,10.2,16-08-2005
Chennai,Govt. arts college,10,16-08-2005
Chennai,Ambathur,17,17-08-2005
Chennai,DGP Office,6.5,17-08-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,6.2,17-08-2005
Chennai,Anna university,4.4,17-08-2005
Chennai,Chennai nungambakkam,3.6,17-08-2005
Chennai,Pachaiyappa college,2.2,17-08-2005
Chennai,Chennai AP,0.2,17-08-2005
Chennai,Chennai AP,7,20-08-2005
Chennai,Chennai nungambakkam,0.4,20-08-2005
Chennai,Pachaiyappa college,25.5,26-08-2005
Chennai,Anna university,13.8,26-08-2005
Chennai,DGP Office,12.5,26-08-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,12,26-08-2005
Chennai,Chennai nungambakkam,10.6,26-08-2005
Chennai,Ambathur,6,26-08-2005
Chennai,Chennai AP,3.4,26-08-2005
Chennai,Ambathur,25,27-08-2005
Chennai,Pachaiyappa college,0.8,27-08-2005
Chennai,Chennai nungambakkam,0.1,27-08-2005
Chennai,Anna university,3.2,31-08-2005
Chennai,Chennai AP,2.8,31-08-2005
Chennai,Chennai nungambakkam,1.2,31-08-2005
Chennai,Ambathur,21,01-09-2005
Chennai,Chennai port trust,6,01-09-2005
Chennai,Govt. arts college,4,01-09-2005
Chennai,Chennai nungambakkam,3,01-09-2005
Chennai,Pachaiyappa college,2.6,01-09-2005
Chennai,Chennai AP,12,07-09-2005
Chennai,Anna university,9.6,07-09-2005
Chennai,Chennai nungambakkam,6.7,07-09-2005
Chennai,Pachaiyappa college,6.3,07-09-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,3.2,07-09-2005
Chennai,DGP Office,3,07-09-2005
Chennai,Ambathur,2,07-09-2005
Chennai,Ambathur,18,08-09-2005
Chennai,DGP Office,5.4,08-09-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,5.2,08-09-2005
Chennai,Chennai nungambakkam,4.3,08-09-2005
Chennai,Chennai AP,2.6,08-09-2005
Chennai,Anna university,2,08-09-2005
Chennai,Chennai port trust,2,08-09-2005
Chennai,Govt. arts college,1.5,08-09-2005
Chennai,Pachaiyappa college,1.4,08-09-2005
Chennai,Chennai AP,50.9,09-09-2005
Chennai,Chennai port trust,30,09-09-2005
Chennai,Govt. arts college,27,09-09-2005
Chennai,DGP Office,8.6,09-09-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,8.4,09-09-2005
Chennai,Chennai nungambakkam,5.5,09-09-2005
Chennai,Anna university,5.2,09-09-2005
Chennai,Ambathur,5,09-09-2005
Chennai,Pachaiyappa college,3.3,09-09-2005
Chennai,Chennai port trust,30,10-09-2005
Chennai,Chennai AP,28,10-09-2005
Chennai,Pachaiyappa college,27.2,10-09-2005
Chennai,Govt. arts college,27,10-09-2005
Chennai,Chennai nungambakkam,14.1,10-09-2005
Chennai,Ambathur,12,10-09-2005
Chennai,DGP Office,7.4,10-09-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,7,10-09-2005
Chennai,Anna university,5.2,10-09-2005
Chennai,Ambathur,40,11-09-2005
Chennai,Pachaiyappa college,29,11-09-2005
Chennai,Chennai nungambakkam,24.6,11-09-2005
Chennai,DGP Office,21.4,11-09-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,21,11-09-2005
Chennai,Anna university,19.6,11-09-2005
Chennai,Chennai port trust,16,11-09-2005
Chennai,Govt. arts college,15,11-09-2005
Chennai,Chennai AP,12.4,11-09-2005
Chennai,Ambathur,36,23-09-2005
Chennai,Chennai nungambakkam,1.8,23-09-2005
Chennai,Chennai AP,0.1,23-09-2005
Chennai,Chennai nungambakkam,39,25-09-2005
Chennai,Ambathur,38,25-09-2005
Chennai,Pachaiyappa college,34.2,25-09-2005
Chennai,DGP Office,30.2,25-09-2005
Chennai,Chennai AP,28.8,25-09-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,28,25-09-2005
Chennai,Anna university,22.8,25-09-2005
Chennai,Chennai port trust,16,25-09-2005
Chennai,Govt. arts college,14,25-09-2005
Chennai,Ambathur,37,26-09-2005
Chennai,DGP Office,5.2,28-09-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,5,28-09-2005
Chennai,Anna university,0.8,28-09-2005
Chennai,Chennai nungambakkam,0.8,28-09-2005
Chennai,Chennai AP,6,30-09-2005
Chennai,DGP Office,3.4,30-09-2005
Chennai,Ambathur,3,30-09-2005
Chennai,Govt. arts college,3,30-09-2005
Chennai,Anna university,1.6,30-09-2005
Chennai,Chennai nungambakkam,0.9,30-09-2005
Chennai,Pachaiyappa college,0.5,30-09-2005
Chennai,Chennai port trust,0.5,30-09-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,0.3,30-09-2005
Chennai,Chennai AP,26.9,02-10-2005
Chennai,Anna university,1.8,02-10-2005
Chennai,Chennai AP,15.2,03-10-2005
Chennai,Anna university,0.2,03-10-2005
Chennai,Chennai nungambakkam,0.1,03-10-2005
Chennai,Chennai AP,12.7,07-10-2005
Chennai,Chennai port trust,37,10-10-2005
Chennai,Govt. arts college,35,10-10-2005
Chennai,MYLAPORE-TRIPLICANE TALUK,23.6,10-10-2005
Chennai,Chennai nungambakkam,23.6,10-10-2005
Chennai,Anna university,23.4,10-10-2005
Chennai,DGP Office,23.4,10-10-2005
Chennai,Pachaiyappa college,18.2,10-10-2005
Chennai,Chennai AP,16,10-10-2005
Chennai,Ambathur,3,10-10-2005
Chennai,Ambathur,22,11-10-2005
Chennai,Chennai port trust,9,11-10-2005
Chennai,Govt. arts college,7,11-10-2005
Chennai,Pachaiyappa college,5.2,11-10-2005
Chennai,Anna university,5.2,11-10-2005
Chennai,Chennai nungambakkam,4.8,11-10-2005
Chennai,Chennai AP,2.8,11-10-2005
Chennai,DGP Office,1.2,11-10-2005
